PaCMAP2,PaCMAP1
1.0962166,14.383362
-2.6482797,0.88064814
0.09697568,18.515877
-1.9313159,-4.1379957
-0.3475395,16.725761
1.2926844,-21.251417
2.5223703,8.947992
-2.0564682,-10.178855
1.5375298,13.387486000000001
0.5294939,13.326413
2.9473984,10.789126
-3.614257,0.22073306
1.6721014,-20.936312
1.9037464,-20.538027
0.5113897,-2.244314
-2.3324623,-6.43141
2.1486375,9.461351
4.4074674,6.0442605
1.2039074,13.784543
-1.4925699,-1.8286371
-5.907795,9.115095
-5.868308,2.373478
-7.4058323,-13.644119
-1.9121466,-12.612412
3.7845678,0.63365984
4.700054,-20.936296
4.3146477,-20.827778
-3.9321032,-1.0658332
-5.015183,10.490507
-1.1934286,-14.4633
-2.438843,-10.164105
6.3064017,8.775198
1.0820174,15.616165
1.0858728,-18.536188
-5.0531187,1.3499696
-4.816048,3.770447
-3.0703654,-18.480352
-5.8717995,-17.150423
-4.4508142,3.9027066
-2.0180762,3.9944742
-1.8977208,6.5389414
-1.0203006,-3.1065197
-2.9607375,0.6589374
-7.410804,-12.03594
2.1862483,0.81313354
-3.4523182,-13.176241
-0.91962355,-5.3537154
-4.9033194,6.179489
-1.6459093,-12.024059
-3.4837956,-3.0871506
3.679156,4.6745424
3.982878,8.183172
3.0591328,11.409511
-5.37142,7.7520566
-2.1333797,18.11263
-2.379001,-4.256838
7.060886,-22.482769
6.748934,6.358844
-1.7220814,-21.618301
2.772837,-20.548262
-6.0915728,-10.651026
-0.8859859,17.178946
-4.559838,-18.561672
3.1223717,5.278178
8.314127,-19.947912
-1.2631106,8.860178
8.206915,-21.55132
-5.7067866,-12.897866
5.8420277,1.0389743
1.3075542,4.601104
-3.8152962,7.6824517
2.366173,5.2480083
1.6692364,3.969972
7.0219707,11.005331
-3.6853535,-16.84705
3.7697146,4.284027
4.9292097,8.167279
-2.2204397,-12.486349
-2.735848,10.501987
3.6302004,10.342485
-3.6515067,-10.134553
-6.924484,-7.690151
-2.3602595,10.20859
-2.1709397,16.03146
-0.61992913,4.3959594
4.1116033,-22.616343
-4.152464,-3.4413908
-3.4366767,14.815719
1.2950006,18.268715
6.4391384,17.614374
5.2860007,14.513875
-4.9829855,-2.556015
-5.533363,10.425545
-1.8275745,1.7112213
0.606317,-9.287256
0.9452779,3.7133245
2.7833014,13.516998
1.362563,-8.161807
-3.054584,-20.00578
-7.4108057,-10.245617
7.4660144,17.383963
-7.3122873,-8.57194
-2.1063,3.9990268
7.591902,9.802452
-0.54479724,2.2307484
-2.4095378,-6.0937514
-5.9489293,3.304846
7.2952576,-22.73573
1.28018,11.562964
3.678988,-18.368858
1.7866412,-21.223228
3.921203,18.121347
-1.9260293,1.3274598
-1.7284632,-10.584934
3.4881582,2.6073127
2.418596,-19.949305
0.4605904,8.2955065
0.081531614,-0.24852127
-4.6532393,10.9980545
4.6999264,13.23481
0.71864855,0.6232974
3.101961,17.63441
-1.3829467,10.782113
1.5410573,-5.41751
5.8661885,7.3459363
1.6051487,-20.463257
-5.3180933,-6.563593
-1.1136034,13.212781
6.595111,-18.609936
-2.092244,15.765284
-1.5107902,-9.299526
1.030313,-2.8203473
7.3960843,12.909784
5.725211,5.8965926
0.88413244,-5.75506
5.249056,7.8919053
-2.083328,-1.1488967
1.9318908,2.9161532
-2.54432,-11.437395
-2.5536838,12.214839
-1.7833592,4.684402
-4.866251,-18.333773
0.53243995,-16.051151
0.7534569,9.420068
2.7681746,11.802974
0.06558349,-19.549767
-1.1770791,-11.12999
-0.51080817,18.844767
-4.7959538,-17.852083
0.23015617,-8.449695
-2.0401192,3.9305458
-3.3611507,15.46018
0.35021904,4.2363744
-0.047254603,-10.597097
-0.7681211,1.4053899
-3.6560578,-1.9093727
4.892819,1.9334353
0.40311444,14.843975
3.138328,9.842356
-6.1993837,-1.4198177
4.9999857,2.3035095
-6.148825,-8.091031
-2.9206161,-5.9343867
0.35632983,12.958391
-2.6219063,9.647737
-0.59858394,-7.439791
-0.63759196,16.902483
1.7228189,3.0062883
0.4369088,-1.3707178
1.7394454,1.8690974
-1.2729418,8.843334
-1.1677228,5.418113
4.9408603,6.438145
-2.6972659,10.364375
-3.2677362,-8.305771
2.3186383,11.27588
-0.47335768,3.9300659
-5.508679,-9.583925
-3.3402824,10.361067
-1.6821215,-13.073287
-2.130487,18.26937
-1.9606137,-8.619092
0.27736408,-18.319023
-2.5605323,-15.143035
11.149593,-20.882433
5.795832,3.0764756
0.8511334,-16.111465
-0.32258716,5.6373224
-3.1195369,15.565633
-3.7846313,11.791984
-1.2367792,-15.819734
-1.0846118,10.725992
11.030746,-21.335379
3.7846558,10.568697
1.0039866,-16.335403
-1.9260162,-14.016304
0.82553035,-5.448978
3.6942258,1.8659339
-0.5354856,8.894707
-5.5467496,1.9553902
-5.003975,7.231989
2.0817218,9.039589
-3.099571,-20.629173
4.210145,17.46958
-1.5526987,-8.543719
-1.0928327,-10.919115
4.6304455,-19.976978
-0.86632943,-21.608833
-7.300716,-7.5786986
-4.3081603,5.5603046
5.5183187,6.262799
-7.145392,-14.891378
9.117126,-22.147766
-2.0337024,-15.465306
-1.6463931,6.8170614
-7.610367,-8.93273
-4.7406654,-16.391035
-5.723915,-7.064893
-5.212984,-9.496276
-5.093973,-10.305187
-0.3955997,12.895593999999999
1.5183245,2.1454427
-7.7495074,-5.387976
0.78547907,2.674098
-3.0971687,-6.2834845
7.1247306,14.113126
-2.047492,-13.244109
-7.071146,-9.836051
-3.3207684,3.9812918
-1.512067,-13.712082
-2.7757266,-6.4464693
-5.0118237,11.478714
-5.1699796,-5.5799885
-2.7442365,7.4975758
-0.22858995,-1.6001782
3.4759378,5.8433523
8.310934,-22.13784
-1.134499,-14.462542
6.4110413,-21.72346
5.1206503,-20.355024
3.9963315,15.88622
1.2284206,-22.255116
4.740701,1.5205877
3.728786,-19.79113
-3.3546126,17.195902
4.415138,11.718618
4.008714,-21.416338
-0.42600545,-5.502595
-6.989295,3.4414425
1.4804199,6.433989
-5.450455,1.9513088
-7.0735517,3.1795774
0.10889974,2.0531576
-0.29419088,-0.051313072
4.780527,-21.648302
4.1995363,12.882933
-0.18628354,-2.0577781
-5.449444,5.691075
-1.5412627,9.644074
1.9229832,-5.271684
-2.9533024,18.450737
4.8899055,9.842702
-4.4141855,7.481457
-2.2015963,-13.888404
4.944947,-17.524027
-3.5539467,16.684977
3.5934775,17.240744
1.7022443,-19.751957
0.65133476,-3.6097343
2.397167,-20.137058
5.6264753,-21.505125
4.276619,-22.58307
-4.0118546,4.693848
1.1761922,3.261013
2.3899062,-4.775333
-2.4405074,-6.6615114
-2.5763535,7.1480822999999996
5.697432,-17.610113
5.226831,9.6969385
-2.80665,16.646915
7.328503,13.967728
-6.077853,9.560655
1.4367146,-7.067172
-6.962384,-0.8425459
4.2362475,9.280052
4.2139916,11.515684
2.3572657,4.3754644
3.8574345,18.52799
6.715759,7.110711
-4.507845,3.6311018
-0.74663335,2.471505
-5.8887076,9.478487
-6.275978,6.16683
-0.1155731,2.985524
1.0667361,17.934587
-0.7295326,-5.4513745
-5.7002215,-7.1884365
4.177221,12.578351
1.9644575,11.247124
4.036723,15.067398
-3.6510932,-5.815965
3.661352,9.690224
-2.5599763,-17.365618
-5.217276,-10.047422
-7.5307055,-14.110323
-0.38480964,8.739402
6.2680225,13.618101
-1.528188,-5.375796
-0.61488205,17.094332
3.3565452,-2.3783464
-1.5088127,9.025115
1.3414147,12.649959
-4.454874,7.5226245
-4.2211604,-2.0519943
-0.4319314,5.66146
-4.4852495,3.8598557
3.6230698,-21.550228
3.1301086,14.14053
5.4500794,16.626028
-0.61624503,2.551938
-0.35174245,18.369661
0.88968444,-16.342709
-2.5557659,14.364377
-2.6499553,4.097225
3.9195647,1.4029226
-1.7554567,-5.0885077
-1.7251455,-20.140415
-7.704127,-13.573835
6.5954614,12.636852
-2.4804683,-13.245251
3.5405629,7.452696
-1.5157255,9.6210375
-3.7625031,2.8366492
-0.5942343,4.874128
-1.3379016,-18.064407
-1.9296463,6.012942
-2.5343854,0.42732546
8.929019,-19.443142
4.1012683,17.822584
-1.3756702,9.37457
-1.5760456,10.795924
-2.0551002,-13.814643
-2.2783296,-2.288886
7.235544,14.400535
-2.8963988,-12.616222
0.542578,15.615905
0.30436096,8.946322
4.0500774,9.352455
-4.507205,12.192672
0.98390114,18.926983
-0.4191763,17.078617
-1.8888631,11.964991
2.8641012,-18.574316
0.2839482,13.72196
3.6624537,16.256416
9.215562,-18.53369
1.6124221,10.276502
-5.463652,-17.167747
-5.792363,-11.429824
9.748513,-21.380617
-6.4597445,6.9185905
-4.6464787,7.8373127
4.1875243,5.850758
-4.0333276,-19.267729
6.688585,7.7720118
5.691733,4.451905
0.9297963,6.634964
-0.74695694,7.4950104
-1.4286165,8.205605
-4.7828846,-15.192948
-2.2174256,-6.6462946
0.43785617,3.539353
3.970362,15.362839
-8.284425,-9.866276
-5.3827796,9.513729
6.0049224,2.5432284
4.0218053,4.696256
2.3462412,9.531362
3.2907896,2.7135854
3.1271157,10.828116
5.2863336,-21.410402
-3.0040264,-7.573522
-5.526048,-4.2720757
-6.7334313,-10.629168
6.0990252,7.88831
-5.244741,5.3571486
-1.8977838,8.600194
5.53221,1.8734255
2.2515283,9.066998
-1.9192772,13.579536
-2.211119,-17.84613
-0.48334092,3.5278811
-2.761153,-1.1169883
-3.6123388,-6.032428
-2.4637306,-14.27245
4.1227026,17.840195
3.1848402,0.80968726
1.5907773,10.048585
-1.4028138000000001,10.412414
-5.25677,7.7682595
-0.69853526,-4.2537074
3.7544663,0.9005093
1.5222341,-5.5307465
-6.163616,6.2528625
-2.3119195,16.061201
-1.7009156,3.657465
4.3893228,14.922162
11.342616,-19.738855
2.2181907,13.503208
2.3952854,6.2916355
0.6880417,-0.87309796
2.3241007,-18.098146
9.605464,-20.401525
-3.0885313,16.287855
-2.09083,12.783779
-3.2244403,7.348128
-5.264158,-4.8448596
4.6569896,2.576476
-5.9696555,-12.102692
-0.019665321,-1.0143211
1.3278731,-22.040823
-4.3212466,-17.093267
3.4871895,10.8895035
7.3107862,7.3584743
2.7207897,10.436824
2.9766326,4.3072433
-0.290678,-17.451122
-0.12658551,16.565317
-2.5279555,-17.781712
4.3508167,-1.2008399
2.282566,12.850387
0.19617131,-21.097744
5.89827,17.761784
6.046447,9.238727
-2.7242637,-0.47733718
1.3279011,-18.56105
-4.9181743000000004,-8.404594
0.098593846,-7.1329384
3.409054,5.2288446
6.87443,17.725124
3.4300027,14.547374
-3.6521726,1.9040364
-3.5506692,13.225622
-3.9010897,16.573437
-2.6766584,-14.664074
-1.0602347,-15.053504
6.3682246,14.52858
5.94651,-19.4554
-1.4619987,5.579044
-3.1067514,-9.430668
3.333503,14.202836
-3.6281228,-14.176253
-5.306581,4.3493676
9.228826,-18.51894
-2.0961232,17.863111
-0.74307984,-12.402968
-1.0826976,-6.0149236
-3.2547066,8.374663
-4.0035615,-8.533973
5.8614593,4.5198593
-2.8791423,-4.835551
-0.9095051,-12.191046
-0.43787143,-8.430867
-0.6326236,-4.846266
-1.9912142,8.737867
-1.6798714,17.81944
-2.8608048,3.9423854
-5.990759,-1.9978418
0.41304535,-16.041195
7.160824,15.019767
-1.7553405,14.582586
0.8215767,19.225075
-3.684951,-9.011574
-3.1284127,-2.922718
-2.3968809,1.4409308
-2.9250762,-2.958108
-0.359109,-16.049917
2.137414,-3.140346
1.7457808,6.8507056
-2.642295,0.8669037
6.838164,15.784082
-5.8833184,-14.5985155
-2.305893,18.807846
5.822849,8.629102
0.10969719,0.54229254
5.961609,7.661518
1.109264,7.6628237
-6.6298213,-2.7238183
5.8836465,6.3963637
3.5738747,-22.998322
-0.9463079,16.32115
-1.3906126,4.9568186
-5.9438615,-16.684778
4.0814495,11.240308
-2.3782094,6.07975
-0.3631183,2.1330476
-4.7995048,-12.22897
-3.7642484,11.511081
-3.133023,9.110371
-2.759101,-1.5874522
2.6402879,18.118618
-1.0686746,-9.575661
-1.9677266,13.423604
4.1968517,5.0353904
7.5239315,10.919422
-5.9823074,1.8637476
-2.025851,-8.784061
4.9250784,-17.097685
-4.2029786,0.9351394
-1.0144782,6.626414
-3.4077547,-1.4616846
-1.1960979,4.5214844
0.49053836,14.984513
0.8590033,-16.04454
1.689794,2.6473048
3.53704,18.032469
2.86687,-23.033567
3.861367,1.554458
0.9455052,-8.607562
-0.5669498,-12.011345
3.8291752,11.030524
4.6068516,-0.9025674
-1.3915743,-8.130862
-6.3842387,3.2659671
2.6850204,11.486468
-3.2866058,11.917795
4.76554,7.280523
-5.620465,-7.980687
6.826074,4.8842764
10.186823,-18.835087
-1.1752917,14.641029
0.3919847,3.2900815
0.91611737,15.274964
7.2483807,17.62788
-4.19768,11.524516
-1.1406523,-0.58820003
7.417201,-19.73091
1.6868767,8.742529
7.7221355,-20.766088
-3.4276085,-2.278651
-5.3671546,-11.578927
-5.2706,-6.150058
0.8298803,17.331387
-2.3187027,-15.516703
-2.6196766,-12.627126
3.315406,-22.988943
5.908695,10.563932
1.3554145,14.392768
2.9802268,-1.5593976
-7.63976,-11.457394
6.511764,9.406854
3.9712126,-0.0648906
5.82586,-17.84007
-1.6627306,-8.572076
-5.2736926,11.470526
-2.5380785,1.8974792
1.3962471,-20.526688
4.373791,7.0713935
1.3394918,10.986775
5.9991355,7.4677196
3.7406976,14.990612
3.500234,0.5354556
4.872317,18.16142
-0.89615804,-17.383812
-1.0454797,-21.741941
-0.709306,-21.615728
-4.6842265,-4.669046
4.8817606,16.28554
7.1904798,-18.294796
-3.61413,-3.6959162
-1.2877724,8.526471
-1.1988909,-15.798404
3.1166306,-20.820143
-0.653684,-22.688246
1.9562049,19.34775
-1.9127752,-10.255601
-4.1856093,8.122724
-3.9877386,-3.3158996
1.7911738,2.1452758
-3.6915042,0.6946067
4.1020746,-2.9315379
-0.70201105,-4.7629404
5.1157503,12.160155
0.84872574,5.8681283
-1.0488039,12.695204
-5.280783,9.354503
-5.1423607,-5.4398713
-1.9503363,-6.731636
-0.23864977,5.7526636
-6.990334,-0.9342746
-1.1652693,-14.556077
1.419191,6.4485726
4.4808598,0.96706057
-0.8460508,-11.098044
-2.425274,17.43111
4.424891,11.0306
-2.3615112,-10.871868
