TriMAP2,TriMAP1
16.036638,5.877604
11.625174,-3.429853
-18.229391,-10.821721
44.233566,-11.771243
-24.944864,-11.697853
35.846294,-10.589126
33.23648,-10.0947275
-2.4067004,19.774757
27.142254,32.779465
-3.475822,11.629519
30.348537,10.095892
-31.446135,-16.5854
-12.1991625,-25.39364
-19.648823,-7.99143
-18.3016,-10.84197
-13.461029,-31.813284
34.27746,9.244462
26.3479,-8.258871
18.151379,-22.935076
-2.5692587,4.5179977
-13.481002,-30.144129
-45.626072,-28.913239
13.384252,-5.3033853
-10.738936,-19.585257
-9.243567,9.6397099999999991
26.393017,31.673073
-34.17859,-19.3393
27.829369,33.52778
-1.9196395,27.997406
22.557606,10.952828
-20.34413,31.575472
46.40741,-12.413176
-29.630272,3.6294253
31.073278,9.92373
35.7007,-37.03771
11.758812,-8.281495
-1.0911293,35.269615
20.03868,-25.153433
-39.45686,7.684038
-1.7760162,30.63378
12.9427395,-13.429123
-14.648463,17.771698
25.451153,30.06969
-43.41927,9.326412
27.249554,10.320196
-13.014934,-3.444755
19.48915,17.612782
-2.5083227,19.830652
6.8634067,8.755907
-25.428144,-12.0354595
15.036377,-18.582159
17.720741,11.312608000000001
-34.734814,5.4002957
12.531143,-4.671012
-32.045998,-17.179064
-32.723022,-17.947157
-20.000338,30.87901
11.728909,-7.87887
-15.397181,-37.655827
-34.013813,-19.096634
32.653603,-35.697533
26.502457,-31.46903
-2.0827522,26.05949
13.037225,-13.69733
-2.1070786,20.569603
-1.7902534,32.088043
31.718105,9.997615
-44.30833,9.69637
-1.8468863,29.892397
-38.561268,6.984279
-10.376857,-17.142698
-15.159821,18.382930000000002
-2.1885495,25.324978
-10.260626,-14.105623
12.983495,-12.395581
4.8984056,7.427976
-2.8817766,15.274814
20.168146,-25.189442
28.01205,-8.830357
27.062595,-31.783697
-38.17162,6.8422575
-42.95005,-27.287298
32.219196,9.908961
26.798717,10.470372
-2.8065252,15.6782055
21.46529,-26.636854
-2.3442159,20.255854
-10.344673,-14.132945
30.254408,39.25761
26.69954,-31.429182
21.389273,-26.556366
-35.03271,-20.28461
23.823343,-7.5153065
19.468946,-24.519884
-18.566782,-10.255738
16.601274,7.213825
-47.106335,11.721331
32.02339,-35.278522
18.823957,15.198879
22.43823,-6.9415903
-33.911026,-19.049425
-13.643566,-32.390366
11.293717,11.264103
25.453821,10.541618
17.504948,-22.312206
-47.911327,12.745174
41.33565,-11.407646
-10.920547,-20.379803
-10.406767,-15.71942
-13.6069975,-30.271992
4.408701,-0.05696358
-15.274843,-37.42458
-48.36819,12.8631935
-19.273026,29.048853
23.565575,10.869085
-26.703848,2.8225572
0.21044044,4.7456665
-23.427477,1.5674832
-22.057367,37.705006
35.944942,-37.259876
46.39355,-12.405805
-6.5396533,7.2859955
-7.8434277,8.225959
-12.033645,12.919381
45.53745,-12.2946615
-1.2706726,34.92881
-24.278862,1.8710889
18.27975,12.759025
-15.374261,-3.1214514
34.14733,9.286787
34.406673,-36.784782
-48.66314,13.0849695
-1.754887,30.388721
15.582588,5.030549
-3.4166174,11.049745
41.448273,-11.43223
25.633488,-8.1831665
32.316746,10.126661
32.25639,-35.457867
13.22994,-13.823516
11.48404,-2.5866656
-13.856052,-3.2110155
-0.82375294,4.400489
-13.804348,16.464262
32.619694,9.416779
40.025837,-39.277477
-15.730753,20.213774
-43.9854,-27.805983
-46.637196,11.502995
-31.353973,-16.528479
27.9238,33.638626
-2.0439458,3.8929205
-18.127884,-0.97405005
-21.224129,-9.335047
11.992902,-10.068091
-13.816632,-33.29377
-39.38617,-24.43571
40.22564,-39.300472
-2.3827455,20.100733
0.96599454,1.9531237
32.40667,-35.42197
36.59008,-10.796904
41.595436,-11.446053
16.722645,-21.267893
-20.196903,-8.474824
-3.8103049,4.7795634
-10.816536,-10.078678
-1.6619952,32.06095
-18.963877,28.238379
-3.3403983,11.342179
34.253983,9.256316
-13.536373,-29.997433
15.093556,-5.057564
34.40184,9.228934
-26.614733,-12.928103
27.445354,33.08111
-2.6318069,5.9400835
11.680636,-7.3020897
-48.47464,12.815447
-9.077906,9.030589
-10.536505,-18.56559
30.030636,38.75268
-47.084797,11.766483
-31.048141,-16.32864
18.240555,11.378246
-16.186016,21.168316
28.50074,34.83785
16.105389,6.2607946
-44.53817,9.739131
-23.683323,1.8215456
40.510624,-39.40223
22.714626,25.291164
-18.858793,-7.2972455
-21.535988,35.696365
40.15164,-39.241974
25.544144,-30.600344
-17.20547,-1.5359844
5.4847903,7.74377
34.29959,9.227927
-2.632568,20.023369
-14.943332,-36.704136
38.147957,-38.528133
19.474155,17.41366
29.812115,37.98928
19.167316,-24.373789
-0.38042617,4.8134255
0.8129655,4.8046703
-2.2023354,24.537943
33.452236,-10.235742
14.397293,-5.1520023
-10.86016,-20.556314
20.229418,-6.4182525
27.637262,33.41543
30.04984,38.88121
-12.279207,-26.305721
-3.9335387,4.833259
-30.786636,-16.029472
34.67911,9.1890250000000009
-10.387124,-15.40271
-46.06161,10.956617
13.089942,-13.570501
-11.471216,-23.102612
44.30145,-11.845251
26.356327,-8.101518
28.254944,34.4269
36.266754,-10.841714
-1.1722682,35.34325
-19.022915,-7.441278
21.1493,22.21445
35.414448,-10.514294
24.494694,28.555332
27.050062,32.613327
26.158342,-7.9657774
-10.388598,-17.395582
-21.24301,-9.06415
13.146133,1.0030781
-10.662048,-19.16902
-18.779926,27.123188
40.645187,-39.41792
-32.90004,-17.87279
42.604473,-11.561424
-22.284006,-9.679278
-2.2175167,23.137838
21.90653,-6.877503
34.300625,9.240252
-15.892593,-2.5622718
-2.0905995,20.949543
33.89371,-10.32345
-15.101902,-36.912052
-5.655381,2.5173392
-1.7546443,34.354557
-21.108116,-9.257984
-48.529728,12.677916
-36.101223,-21.389347
6.7677565,8.660135
13.34622,-14.506983
-32.243687,4.445539
-9.050884,9.453089
-48.455025,13.106972
39.66605,-11.237981
16.341608,-20.765636
-36.716553,-22.038017
-11.106612,-21.021255
31.0052,-34.592712
25.484606,-30.384302
-3.4519594,9.921288
-42.05445,-26.652859
-17.453463,-5.469869
32.70409,-10.015329
-16.914608,-4.8508687
41.45505,-11.378307
32.014534,9.940794
-4.0024557,3.5151975
-2.9259896,14.884632
20.223564,19.741789
31.764385,9.899175
-21.744284,0.962202
-34.97934,-20.204409
-3.527253,9.436307
6.9910016,8.885178
23.480782,-28.639482
-10.325654,-13.797038
-18.475706,-0.8298271
-10.221971,10.791306
27.123507,-31.694607
-13.171296,-29.755375
-11.816507,12.7758875
-38.42689,6.91649
-25.160923,2.1945562
-12.361644,-3.491554
10.794608,-2.7438424
