PaCMAP2,PaCMAP1
7.733592,0.4988974
-8.396216,-4.9793396
0.49622595,3.8388343
-13.11988,-6.2856917
7.581195,0.6062544
1.6549987,0.49039674
-6.179405,-3.2832747
-13.316333,-7.0177794
7.9639597,5.4204707
-1.7527927,1.795599
-0.8029278,3.7473423
-0.21354443,3.9621434
-6.8839726,-4.0618224
-1.2729412,-2.8499644
7.061911,1.7896992
-13.58585,-6.320611
6.484139,-0.3701667
4.3621902,1.1850381
-6.255505,-3.97752
7.710388,2.354054
1.8772372,2.801639
-1.1980282,3.487072
9.098002,4.523885
-10.323513,-6.480323
4.2612414,1.1362466
-1.6712973,-3.000943
5.355953,-0.6392993
3.859075,-1.543199
9.678981,2.6185236
8.187074,4.518868
-6.9642134,-4.991089
7.6692934,1.019144
7.3678703,-0.037791543
-0.98695254,3.585187
-11.702757,-5.85425
-0.35685828000000003,0.029759929
-2.9640312,-0.2516664
-13.686921,-6.604544
5.7748804,1.8352857
2.9277537,-0.7932397
2.091238,2.967834
-5.435171,-3.5535817
-4.4909244,-1.9683062
4.5917964,5.9593983
0.31291848,3.903153
-10.2054825,-4.8757486
-6.0578876,-2.1800003
-1.3960246,-0.07889713
-13.500487,-6.6890664
-11.045958,-6.0006266
7.2727056,4.6520615
-6.3554683,-2.2316353
-13.63259,-6.821108
2.676165,-0.8768584
5.7374396,4.822247
-7.4531837,-3.2687266
-0.44411772,-0.21369272
4.296249,5.9754224
-11.3062105,-6.437284
4.2716446,-1.2144426
-2.584607,1.3738201
-4.0719643,-1.9928577
-8.344144,-5.2574167
4.5119505,3.736016
3.3851092,2.0489948
6.968031,2.2747135
6.5304403,3.84137
3.3729753,4.5523343
-2.6788197,-0.38730207
-0.4745528,1.7160606
-5.3029647,-2.6556997
-1.08808,-2.705092
-7.4273586,-5.047826
4.0484347,5.826746
3.847216,5.442474
6.6635323,3.7580578
-11.745408,-5.665288
3.647186,-0.7339524
6.853554,2.052839
5.1076555,-1.1756431
-5.3353295,-3.3512692
8.671159,4.626196
-10.229443,-5.916009
-6.0588546,-3.6664746
3.5582168,4.89054
-0.15656114,0.94883907
2.5506084,-0.8643759
5.4238844,2.3285394
6.122628,-0.5044682
-10.92727,-6.291534
-2.1616383,1.6899526
6.324215,-0.4490891
-2.6046548,1.25313
7.4644704,2.8275323
6.4192033,-0.3175341
4.582361,3.8299458
-0.7411178,0.531158
9.272488,3.9475458
-0.23606,3.9658992
1.1375022,3.851251
-0.18678115,0.65724796
4.86732,1.2057287
-10.393075,-6.479251
-13.495875,-7.061628
0.14232449,3.4284608
8.332276,5.0817056
-6.811265,-3.6741178
4.0559287,6.0382366
-2.0818489,-2.7774303
6.040306,-0.5824818
2.237943,1.7675476
9.9162,3.2004557
6.4696484,5.885271
8.704071,1.2539526
-13.693992,-6.8705487
-9.153864,-5.477648
3.8680706,0.90239346
-10.719956,-5.077285
4.7823534,6.1187916
7.4866514,5.563902
-6.9544106,-2.826652
2.8352993,0.5377006
6.7410207,0.83634853
0.81890225,2.749504
2.2798684,3.9560192
-5.8655596,-2.093657
-3.8240626,-0.74375737
0.97430134,1.8462943
9.235359,2.5688736
2.3230305,2.3117323
-7.00329,-3.9224808
9.677747,3.0442967
2.924483,-1.7519519
5.8330493,0.9606951
1.4098601,-0.4507217
-3.5165055,-1.9215977
7.282699,3.7097588
-3.1283224,-2.2426255
7.321134,2.349308
-9.692968,-6.763698
-9.185086,-5.521148
4.2576776,6.4560084
7.408884,2.8814795
7.134227,-0.12047408
5.122362,6.237448
0.35463306,-0.08799854
2.120389,3.5201702
5.8734865,5.458866
-7.3355393,-4.9347095
-13.153308000000001,-6.240869
-0.9684867,-1.526789
-12.445006,-6.0111456
-3.1952422,0.049600445
-6.540977,-2.403833
7.188056,5.5496125
7.090582,5.521166
9.859195,3.244996
-6.1058674,-3.3472495
3.2837198,1.118024
4.431914,1.2975832
-7.6604695,-3.2178297
4.2177463,6.1641145
7.3263593,0.18512283
5.4882717,5.984141
4.724025,1.1981754
-9.06253,-5.7055907
7.6598477,-0.06080662
6.742349,5.608879
0.7963361,1.0541452
-6.911741,-2.8009834
-7.047058,-4.179248
6.911707,2.6592994
6.6918454,1.4273067
-0.55588794,1.4811591
-9.82661,-4.883633
9.924518,2.862264
1.7448375,-0.027959628
-1.7853999,1.6047612
8.761435,4.016091
0.24246956,0.7132323
-13.421988,-7.0604362
-6.582423,-3.6921055
0.30196813,-0.6246097
7.0557985,5.767651
-5.0891075,-3.2098591
-3.9175081,-1.8631618
4.7961364,1.1132188
-7.31587,-4.562019
4.263848,1.8295567
5.389992,4.279643
-13.232844,-6.3023214
4.533198,5.421285
-6.3341236,-3.638978
-1.0236658,-2.352756
4.002596,6.196966
-5.2733355,-3.616865
5.4029922,4.1793604
4.350171,4.0629096
8.355634,1.1469678
8.320747,1.784191
0.22439748,4.0344186
-5.826169,-3.3588076
-8.356123,-5.117937
-2.3084033,1.5984073
-5.1739755,-3.2494705
5.1503706,1.3461977
7.1316266,3.0526726
4.93488,-1.1369605
3.167421,-1.7853779
-11.504481,-6.249938
-4.1951604,-2.222861
-4.0955772,-1.6570724
3.88061,1.0154753
-2.8743443,-2.731076
-2.600223,-2.6232986
-3.3998382,-0.5333295
-9.690265,-5.074066
4.297559,3.246613
6.9206343,0.08905516
-0.15397176,3.9785762
4.21093,-0.15751351
9.182137,1.8640176
-0.17634338,-0.19262512
-10.6385565,-6.4171386
8.191899,1.1595554
7.2924914,4.516743
5.351843,1.7488776
9.825789,2.5290768
-13.662156,-6.5853868
3.9212003,-1.73491
-1.1524988,-0.47996056
4.4717155,-0.52208775
-1.3280214,2.5830898
6.0642076,1.1419396
-9.143244,-5.1702175
