col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,colour
-0.13905508816242218,-0.0013381484895944595,0.01190032809972763,0.015291666612029076,0.020174376666545868,0.05308670178055763,0.043515365570783615,0.04454706609249115,-0.004566048737615347,0.004423040430992842,0.0022268425673246384,0.00015322311082854867,0.011726675555109978,0.01575133576989174,-0.008989089168608189,-0.02822369709610939,0.009571337141096592,000000
-0.14988285303115845,-0.044649213552474976,-0.025996854528784752,0.009877783246338367,0.01476049330085516,0.0476728193461895,0.09224031120538712,0.08785813301801682,-0.03704934939742088,-0.017232492566108704,0.0022268425673246384,0.010980989784002304,-0.015342741273343563,0.03199298679828644,-0.01981685683131218,-0.08236253261566162,-0.044567495584487915,000000
-0.16071061789989471,-0.012165915220975876,0.022728094831109047,0.04236108437180519,0.0418299101293087,0.07474223524332047,0.07599866390228271,0.08244425058364868,0.0008478345698677003,-0.0009908428182825446,0.0022268425673246384,0.00015322311082854867,0.01714055985212326,0.042820751667022705,0.001838677329942584,-0.033637579530477524,-0.0012564294738695025,000000
-0.14446896314620972,-0.044649213552474976,-0.031410738825798035,-0.006363866850733757,0.009346609935164452,0.009775634855031967,0.07058478146791458,0.06078871712088585,-0.03163546696305275,0.009836924262344837,-0.014014807529747486,0.016394872218370438,0.0008989089401438832,-0.0004903139779344201,-0.04147239029407501,-0.07694865018129349,-0.060809146612882614,000000
-0.13364119827747345,-0.012165915220975876,0.0010725618340075016,0.031533315777778625,0.031002143397927284,0.07474223524332047,0.043515365570783615,0.07161648571491241,0.006261717993766069,0.004423040430992842,0.013054609298706055,0.00015322311082854867,0.022554442286491394,0.026579102501273155,0.001838677329942584,-0.011982046999037266,0.03122686967253685,000000
-0.12281343340873718,-0.006752031855285168,0.022728094831109047,0.02070555090904236,0.01476049330085516,0.03684505075216293,0.0164459478110075,0.017477650195360184,0.0008478345698677003,-0.017232492566108704,-0.014014807529747486,-0.02691619284451008,-0.004514974541962147,0.03199298679828644,0.018080327659845352,0.004259602632373571,0.020399102941155434,000000
-0.11198566854000092,0.020317384973168373,0.0876946970820427,0.16688039898872375,0.1392798125743866,0.12346718460321426,0.09224031120538712,0.08244425058364868,0.09288384765386581,0.09104517102241516,0.06719344109296799,0.0759475901722908,0.08210715651512146,0.04823463782668114,0.001838677329942584,0.07464008778333664,0.03122686967253685,ff6161
-0.2689882814884186,-0.0013381484895944595,0.09852246195077896,0.22643311321735382,0.2204880565404892,0.22091709077358246,0.17886245250701904,0.19072191417217255,0.11453938484191895,0.0802174061536789,0.07260732352733612,0.0597059391438961,0.10917657613754272,0.1402706503868103,0.03432197868824005,0.047570668160915375,0.042054638266563416,ff6161
0.028775300830602646,-0.05006309971213341,-0.0043413215316832066,0.04236108437180519,0.0580715611577034,0.04225893318653107,0.059757012873888016,0.06620260328054428,0.19574762880802155,-0.0497157946228981,-0.04108422249555588,-0.00526066031306982,-0.026170507073402405,0.1077873557806015,0.24546343088150024,-0.017395930364727974,-0.01749807968735695,ddb31d
-0.025363532826304436,-0.01757979765534401,-0.0422385036945343,0.06943050026893616,0.06348544359207153,0.10181165486574173,0.07058478146791458,0.10409978032112122,0.10912550240755081,0.031492456793785095,-0.05732587352395058,0.16798360645771027,0.23910976946353912,0.03199298679828644,0.07763304561376572,-0.0011542807333171368,0.03122686967253685,ff6161
