30,0.3,cosine,38634.66719286174
5,0.99,cosine,26218.47852508102
84,0.3,cosine,31959.192506903062
15,0.3,cosine,30896.744929588873
5,0.3,cosine,30389.843752545486
15,0.99,cosine,27948.85340772483
84,0.99,cosine,29563.775257117737
