24236.457545277754,16.577214305375485,13,17,221,32,umap,84,0.3
23762.425621369002,16.12104562858449,14,18,252,36,umap,84,0.3
23271.515815931245,15.455850291194396,15,20,300,38,umap,84,0.3
23166.187622841066,15.170749375994816,16,21,336,43,umap,84,0.3
22663.382690608876,14.605750290911393,17,22,374,47,umap,84,0.3
22137.435030501027,13.926643564710993,18,24,432,53,umap,84,0.3
22084.757817527647,14.01802435966035,19,25,475,53,umap,84,0.3
21557.048022249757,13.091367974767941,20,26,520,65,umap,84,0.3
21569.915176042436,13.2711444939242,21,28,588,64,umap,84,0.3
21304.025417760568,12.914171522153937,22,29,638,71,umap,84,0.3
21154.480402526413,12.766106516298423,23,30,690,73,umap,84,0.3
20775.02091016289,12.181283467595708,24,32,768,83,umap,84,0.3
20757.00565480454,12.357770838167504,25,33,825,83,umap,84,0.3
20441.72117598456,11.844119834975794,26,34,884,93,umap,84,0.3
20665.239964267483,12.18463618702202,27,35,945,87,umap,84,0.3
20178.60596796459,11.606652353914304,28,37,1036,102,umap,84,0.3
20186.463121620167,11.516744441569301,29,38,1102,106,umap,84,0.3
19896.192892194762,11.247828239910243,30,39,1170,115,umap,84,0.3
19786.401871795577,11.079826236961697,31,41,1271,121,umap,84,0.3
19686.738102711646,11.005880131108865,32,42,1344,123,umap,84,0.3
19493.367610077818,10.82911780635237,33,43,1419,135,umap,84,0.3
19408.349078542968,10.722652362859204,34,45,1530,137,umap,84,0.3
19293.14429423303,10.56991825327776,35,46,1610,146,umap,84,0.3
19019.746006213434,10.306064177456246,36,47,1692,155,umap,84,0.3
18910.1756525442,10.19481595967556,37,49,1813,158,umap,84,0.3
18808.805581516484,10.026651829708303,38,50,1900,174,umap,84,0.3
18975.01700879959,10.205150660921513,39,51,1989,169,umap,84,0.3
18723.759697428723,10.024297750605093,40,52,2080,177,umap,84,0.3
39636.75575100208,46.111200577729235,2,3,6,5,umap,5,0.3
35522.46186956673,36.43955216151951,3,4,12,8,umap,5,0.3
30014.383231552754,26.311679260668647,4,6,24,13,umap,5,0.3
27717.020694029423,22.078516733968094,5,7,35,17,umap,5,0.3
26229.049399285683,19.44431479390792,6,8,48,22,umap,5,0.3
25106.304975949835,17.984156516122603,7,10,70,27,umap,5,0.3
23709.63097158702,16.01012582408038,8,11,88,35,umap,5,0.3
23074.350589721504,15.21375687189203,9,13,117,42,umap,5,0.3
22592.311270645056,14.391810438469294,10,14,140,48,umap,5,0.3
22007.302936911077,13.696453159952855,11,15,165,56,umap,5,0.3
21353.119760366993,12.871953952348841,12,17,204,64,umap,5,0.3
21055.74022144609,12.421640245420553,13,18,234,74,umap,5,0.3
20786.585111620116,12.250032931692713,14,19,266,78,umap,5,0.3
20526.305006171202,11.904375918777971,15,21,315,87,umap,5,0.3
20097.468478359126,11.319216670636427,16,22,352,99,umap,5,0.3
19737.2661798477,11.007852151488134,17,24,408,109,umap,5,0.3
19365.89835493401,10.531684672643086,18,25,450,126,umap,5,0.3
19333.593207986283,10.594025322715831,19,26,494,129,umap,5,0.3
19019.581633981048,10.161111271717752,20,28,560,142,umap,5,0.3
18727.980528399446,9.934140781923992,21,29,609,154,umap,5,0.3
18526.501165852173,9.673987907947062,22,30,660,165,umap,5,0.3
18252.23667993085,9.423008576088016,23,32,736,184,umap,5,0.3
