12,46665.71609872818,62.85982658284084,3,4,0.39,5,84,0.99
20,32796.81180563187,32.18959371079696,4,5,0.24,10,84,0.99
42,27356.25125410726,21.757550450910234,6,7,0.13999999999999999,20,84,0.99
4740,15491.092145987812,7.101089299997192,60,79,0.01,411,5,0.01
1240,18655.92643393473,9.972169232081127,31,40,0.02,156,5,0.01
588,20441.22736839908,11.945345692050271,21,28,0.03,91,5,0.01
336,21704.69875132076,13.407493597219233,16,21,0.04,63,5,0.01
238,22958.2777638091,15.085818744916812,14,17,0.05,45,5,0.01
180,23354.194988738684,15.496200672437258,12,15,0.060000000000000005,40,5,0.01
130,23883.311421474402,16.14643066323219,10,13,0.06999999999999999,35,5,0.01
108,24401.4813094512,16.975928937106097,9,12,0.08,30,5,0.01
88,25532.29712671147,18.542951766485125,8,11,0.09,24,5,0.01
80,26323.713176942343,19.97572279602186,8,10,0.09999999999999999,22,5,0.01
63,26578.809813302458,20.265112787877143,7,9,0.11,21,5,0.01
56,27903.39760107868,21.994374852400018,7,8,0.12,16,5,0.01
48,27110.100995974317,21.05666572489995,6,8,0.13,16,5,0.01
35,29431.317020494527,24.746037287637364,5,7,0.17,13,5,0.01
4,67545.47671769519,171.0204265231003,2,2,1.54,1,5,0.01
6,67545.47671769519,171.0204265231003,2,3,1.1600000000000001,1,5,0.01
12,39978.612285570234,47.9248050800846,3,4,0.39,7,5,0.01
16,34784.60209926935,33.26064400548995,4,4,0.31,8,5,0.01
20,30442.177812483616,26.41816205539473,4,5,0.24000000000000002,10,5,0.01
25,29875.090613309047,25.451391202694424,5,5,0.22,10,5,0.01
30,29570.008896529816,25.162065187356912,5,6,0.18000000000000002,14,5,0.01
42,27242.374549695927,21.056211014086266,6,7,0.14,18,5,0.01
9360,15440.787908258952,7.076103208468095,60,156,0.01,473,15,0.03
2449,18583.49279814394,9.861326170029997,31,79,0.02,173,15,0.03
1113,20403.89615838216,11.916426155802053,21,53,0.03,96,15,0.03
640,21651.540060994554,13.339364503645918,16,40,0.04,63,15,0.03
462,22615.105603153963,14.637454413806566,14,33,0.05,51,15,0.03
336,23626.555743891782,16.267541536532004,12,28,0.060000000000000005,37,15,0.03
240,24513.326727674747,17.51953748105879,10,24,0.06999999999999999,31,15,0.03
189,25189.564353192047,18.34286137677324,9,21,0.08,27,15,0.03
152,25188.793673004246,18.27491008203996,8,19,0.09,27,15,0.03
136,26059.69086812042,19.332170461629026,8,17,0.09999999999999999,24,15,0.03
112,27201.07135921489,21.433012333549325,7,16,0.11,19,15,0.03
105,27009.405031279322,21.194204001362703,7,15,0.12,20,15,0.03
84,28465.123875278736,23.58414873001487,6,14,0.13,16,15,0.03
78,27611.76459927705,22.468115208840757,6,13,0.14,17,15,0.03
6,55118.16749664054,99.9594942337934,2,3,1.1600000000000001,3,15,0.03
12,37990.801497995184,40.732482139253015,3,4,0.62,6,15,0.03
15,34769.24311544079,34.480961515039446,3,5,0.44,6,15,0.03
18,31260.868813361834,27.719935694577792,3,6,0.39,9,15,0.03
28,31057.64266274048,28.235103378839575,4,7,0.28,13,15,0.03
32,29623.62592179794,25.376846670861845,4,8,0.24000000000000002,11,15,0.03
45,28884.58707309565,24.043937044618268,5,9,0.21000000000000002,13,15,0.03
50,29895.441331128037,26.16280757293954,5,10,0.19,11,15,0.03
55,28758.295670869178,23.656073427286714,5,11,0.17,15,15,0.03
72,28058.182660529226,22.58972194221538,6,12,0.15000000000000002,17,15,0.03
4740,14957.598425794982,6.563767471672551,60,79,0.01,591,30,0.3
1240,18319.93158005169,9.53311006950798,31,40,0.02,193,30,0.3
588,20232.474647365016,11.550828112988535,21,28,0.03,101,30,0.3
336,21439.000244275307,13.068042563504664,16,21,0.04,66,30,0.3
238,22694.670849476533,14.58905765915977,14,17,0.05,50,30,0.3
180,23541.812969957737,15.76546866762547,12,15,0.060000000000000005,38,30,0.3
130,24677.5847870852,17.442878510839165,10,13,0.06999999999999999,32,30,0.3
108,25313.822170479572,18.29394844289248,9,12,0.08,27,30,0.3
88,26332.975397657206,19.557520214963496,8,11,0.09,25,30,0.3
80,27125.03542915457,21.044423242945697,8,10,0.09999999999999999,19,30,0.3
63,27559.333637080872,21.650375734234135,7,9,0.11,20,30,0.3
56,27865.732111745758,22.419899192550993,7,8,0.12,17,30,0.3
48,27982.583478433364,22.726296708129706,6,8,0.13,16,30,0.3
35,31856.349354466514,28.450675710995327,5,7,0.17,11,30,0.3
4,67545.47671769519,171.0204265231003,2,2,1.54,1,30,0.3
6,67545.47671769519,171.0204265231003,2,3,1.1600000000000001,1,30,0.3
12,39005.08859819869,45.42821713186391,3,4,0.39,6,30,0.3
25,31927.334260737833,29.179321061093052,5,5,0.22,10,30,0.3
42,28996.928533432827,24.282728880714,6,7,0.14,14,30,0.3
4740,16459.25788693326,7.828486331118088,60,79,0.01,407,84,0.3
1240,19551.938440690585,10.884626465060936,31,40,0.02,130,84,0.3
588,21358.487405117197,12.941141376051668,21,28,0.03,69,84,0.3
336,22786.254096100172,14.810926328805847,16,21,0.04,46,84,0.3
238,24247.165264409876,16.542577008079363,14,17,0.05,32,84,0.3
180,25045.808054652123,17.51681594718685,12,15,0.060000000000000005,28,84,0.3
130,25728.514969621618,18.704458727042784,10,13,0.06999999999999999,23,84,0.3
108,27382.247011561736,21.33589556629408,9,12,0.08,17,84,0.3
88,27383.479111522247,21.205974779747862,8,11,0.09,18,84,0.3
80,27990.145568981137,22.7951555974775,8,10,0.09999999999999999,15,84,0.3
63,29346.969864659866,25.064861252248885,7,9,0.11,15,84,0.3
56,29151.91403097855,24.40141068973311,7,8,0.12,14,84,0.3
48,31454.921035196083,28.73820172788687,6,8,0.13,10,84,0.3
35,32788.881889631964,31.91576371118587,5,7,0.17,11,84,0.3
4,67545.47671769519,171.0204265231003,2,2,1.54,1,84,0.3
6,67545.47671769519,171.0204265231003,2,3,1.1600000000000001,1,84,0.3
30,30803.94539173146,27.571169780927068,5,6,0.18000000000000002,12,84,0.3
42,30610.031282202555,27.125262098571305,6,7,0.14,9,84,0.3
1240,15655.848576745795,7.029027903632289,31,40,0.02,518,5,1
588,17781.212581459382,8.889347669368886,21,28,0.03,259,5,1
336,19064.8230562797,10.219041510425269,16,21,0.04,163,5,1
238,20110.955733263367,11.383630040127436,14,17,0.05,112,5,1
180,21271.171221767232,12.784273333185876,12,15,0.06,79,5,1
130,22021.841035234855,13.736313913424494,10,13,0.07,62,5,1
108,23153.882440093363,15.278130452407549,9,12,0.08,50,5,1
88,23462.66325847202,15.550746942518543,8,11,0.09000000000000001,44,5,1
80,24793.85671989404,17.765435466304456,8,10,0.1,38,5,1
63,25422.016990886943,18.497921828053826,7,9,0.11,32,5,1
56,25764.29836067149,18.83475277496173,7,8,0.12000000000000001,30,5,1
48,28380.485811510564,23.4531200106985,6,8,0.13,23,5,1
35,29486.372119371583,25.250709395178323,5,7,0.16999999999999998,16,5,1
4,67545.47671769519,171.0204265231003,2,2,1.54,1,5,1
6,67545.47671769519,171.0204265231003,2,3,1.1600000000000001,1,5,1
9,43323.812046052546,57.24251949080655,3,3,0.52,4,5,1
12,42892.570065479114,55.691402201360205,3,4,0.39,6,5,1
16,40957.01044063171,52.849829853042756,4,4,0.31,6,5,1
20,33756.60385343799,33.93073313720785,4,5,0.24,11,5,1
25,32118.45514518953,30.546294871735846,5,5,0.22,13,5,1
30,31085.83165323892,28.141199724139113,5,6,0.18,15,5,1
